kan_name,kou_name,moku_name,setsu_layer1_name,setsu_layer2_name,setsumei_layer1_name,setsumei_layer2_name,setsumei_layer3_name,amount_2025,amount_2026,増減額,増減率,状態,増減額順位
衛生費,清掃費,生活排水処,,,クリーンセンターききょう運営費,クリーンセンターききょう運営管理事業費,クリーンセンターききょう太陽光発電,0,23500,23500,,新規,339
衛生費,清掃費,生活排水処,,,クリーンセンターききょう運営費,クリーンセンターききょう運営管理事業費,会議、研修会出席者負担金,0,21,21,,新規,2617
衛生費,清掃費,生活排水処,,,浄化槽対策費,浄化槽対策事務費,総合管理システム更新,0,,,,不明,
衛生費,清掃費,生活排水処,,,浄化槽対策費,浄化槽対策事務費,上下水道部専用封筒作成負担金,0,18,18,,新規,2646
衛生費,清掃費,生活排水処,,,浄化槽対策費,浄化槽対策事務費,会議、研修会出席者負担金,0,154,154,,新規,2065
衛生費,清掃費,新環境クリ,需用費,,,,,0,2300,2300,,新規,1002
衛生費,清掃費,新環境クリ,需用費,修繕料,,,,0,2300,2300,,新規,1003
衛生費,環境対策費,環境政策費,使用料及び賃借料,,,,,0,24,24,,新規,2592
衛生費,環境対策費,環境政策費,,,給与費,一般職　３４人,,0,286117,286117,,新規,59
衛生費,環境対策費,環境政策費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
衛生費,環境対策費,環境政策費,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
衛生費,環境対策費,環境政策費,,,温暖化対策費,新エネルギー・省エネルギー普及事業費,省エネ診断士育成研修,0,,,,不明,
衛生費,環境対策費,環境政策費,,,地球環境問題啓発費,環境啓発事業費,ＥＶエコドライブ啓発イベント開催,0,,,,不明,
衛生費,環境対策費,環境政策費,,,地球環境問題啓発費,環境教育推進事業費,こどもゼロカーボンチャレンジ,0,,,,不明,
衛生費,環境対策費,環境政策費,,,プロジェクト,,,0,,,,不明,
衛生費,環境対策費,環境政策費,,,環境計画費,脱炭素促進事業費,会議、研修会出席者負担金,0,12,12,,新規,2738
衛生費,環境対策費,環境保全費,報酬,,,,,0,2406,2406,,新規,986
衛生費,環境対策費,環境保全費,職員手当等,,,,,0,588,588,,新規,1491
衛生費,環境対策費,環境保全費,職員手当等,期末手当,,,,0,503,503,,新規,1557
衛生費,環境対策費,環境保全費,職員手当等,勤勉手当,,,,0,85,85,,新規,2259
衛生費,環境対策費,環境保全費,共済費,,,,,0,454,454,,新規,1595
衛生費,環境対策費,環境保全費,工事請負費,,,,,0,7000,7000,,新規,629
衛生費,環境対策費,環境保全費,,,給与費,,,0,3448,3448,,新規,852
衛生費,環境対策費,環境保全費,,,給与費,パートタイム会計年度任用職員,,0,3448,3448,,新規,853
衛生費,環境対策費,環境保全費,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
衛生費,環境対策費,自然保護費,旅費,特別旅費,,,,0,22,22,,新規,2606
衛生費,環境対策費,自然保護費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
衛生費,環境対策費,公害病補償,負担金、補助及び交付金,,,,,0,6,6,,新規,2848
衛生費,環境対策費,公害病補償,負担金、補助及び交付金,負担金,,,,0,6,6,,新規,2849
衛生費,環境対策費,公害病補償,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
衛生費,環境対策費,公害病補償,,,公害病補償給付費,公害病補償給付事務費,会議、研修会出席者負担金,0,6,6,,新規,2850
衛生費,環境対策費,公害病補償,,,公害保健福祉対策費,予防接種費用助成費,インフルエンザ　　　　　　　 135人,0,,,,不明,
衛生費,環境対策費,公害病補償,,,公害保健福祉対策費,予防接種費用助成費,新型コロナ　　　 　　　　　　 53人,0,,,,不明,
衛生費,環境対策費,健康被害予,備品購入費,,,,,0,8,8,,新規,2813
衛生費,環境対策費,健康被害予,,,健康被害予防費,機能訓練事業費,ぜん息児水泳教室　20回,0,,,,不明,
衛生費,環境対策費,健康被害予,,,健康被害予防費,機能訓練事業費,小児ぜん息・アレルギー講演会,0,,,,不明,
衛生費,環境対策費,健康被害予,,,健康被害予防費,機能訓練事業費,呼吸リハビリテーション講座,0,,,,不明,
衛生費,病院費,病院事業費,,,中央病院事業費,中央病院事業会計負担金等,医療器械整備等に係る負担金,0,182034,182034,,新規,90
衛生費,病院費,病院事業費,,,中央病院事業費,中央病院事業会計負担金等,施設設備整備等に係る出資金,0,144625,144625,,新規,117
労働費,労働費,労政費,,,給与費,ふじマイスター選定委員会委員　４人,,0,31,31,,新規,2530
労働費,労働費,労政費,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
労働費,労働費,労政費,,,労政対策費,労働啓発事業費,ワークライフバランスセミナー開催,0,,,,不明,
労働費,労働費,労政費,,,労政対策費,労働啓発事業費,働き方改革制度等整備セミナー開催,0,,,,不明,
労働費,労働費,労政費,,,労政対策費,労働啓発事業費,エシカル消費を学ぶ社会体験型,0,,,,不明,
労働費,労働費,労政費,,,労政対策費,労働啓発事業費,キッズジョブ2026開催負担金,0,2800,2800,,新規,926
労働費,労働費,労政費,,,労政対策費,雇用実態調査事業費,,0,1760,1760,,新規,1086
労働費,労働費,労政費,,,労政対策費,雇用実態調査事業費,仕事と育児・介護の両立に向けた,0,,,,不明,
労働費,労働費,労政費,,,雇用対策費,就職支援事業費,はぐくむＦＵＪＩ応援！就職相談会開催,0,,,,不明,
労働費,労働費,労政費,,,雇用対策費,就職支援事業費,ＵＪＩターン応援！合同企業説明会開催,0,,,,不明,
労働費,労働費,労政費,,,雇用対策費,就職支援事業費,市内中小企業情報等パンフレット作成,0,,,,不明,
労働費,労働費,高齢者就業,,,（廃目）,,,0,,,,不明,
農林水産業費,農業費,農業委員会,,,給与費,農地利用最適化推進委員　２５人,,0,2800,2800,,新規,927
農林水産業費,農業費,農業委員会,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
農林水産業費,農業費,農業委員会,,,農業委員会費,農地法調整事業費,富士地区農業委員会協議会負担金,0,206,206,,新規,1925
農林水産業費,農業費,農業委員会,,,農業委員会費,農地法調整事業費,富士地区農業委員会職員協議会負担金,0,40,40,,新規,2472
農林水産業費,農業費,農業総務費,,,給与費,鳥獣被害対策実施隊員　２４人,,0,576,576,,新規,1503
農林水産業費,農業費,農業総務費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
農林水産業費,農業費,農業振興費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
農林水産業費,農業費,農業振興費,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
農林水産業費,農業費,農業振興費,,,農業振興費,茶業推進事業費,輸出拡大生産体制強化支援事業費補助金,0,10339,10339,,新規,505
農林水産業費,農業費,土地改良費,補償、補塡及び賠償金塡金,,,,,0,8120,8120,,新規,584
農林水産業費,農業費,土地改良費,補償、補塡及び賠償金塡金,補償金及び補,,,,0,8120,8120,,新規,585
農林水産業費,農業費,土地改良費,,,団体営土地改良費,農業基盤整備事業費（中川）,安全施設工　　　　　　　　Ｌ＝103ｍ,0,,,,不明,
農林水産業費,農業費,土地改良費,,,団体営土地改良費,農業基盤整備事業費（中川）,舗装工　　     　     　　Ａ＝487㎡,0,,,,不明,
農林水産業費,農業費,土地改良費,,,団体営土地改良費,水無し・十一ヶゴム堰整備事業費,水路調査設計,0,,,,不明,
農林水産業費,農業費,土地改良費,,,団体営土地改良費,ため池等整備事業費（原方池）,付替水路工　　　　　　　　 Ｌ＝80ｍ,0,,,,不明,
農林水産業費,農業費,土地改良費,,,団体営土地改良費,ため池等整備事業費（原方池）,上水道管移設補償,0,,,,不明,
農林水産業費,農業費,土地改良費,,,県営土地改良事業負担金,農業農村整備調査費,,0,7000,7000,,新規,630
農林水産業費,農業費,土地改良費,,,県営土地改良事業負担金,農業農村整備調査費,除塵機基本設計（江尾南）　 50％負担,0,2000,2000,,新規,1045
農林水産業費,農業費,土地改良費,,,県営土地改良事業負担金,農業農村整備調査費,富士川用水利用調査　　　　 50％負担,0,5000,5000,,新規,745
農林水産業費,農業費,農業施設管,役務費,,,,,0,1343,1343,,新規,1190
農林水産業費,農業費,農業施設管,役務費,通信運搬費,,,,0,1299,1299,,新規,1201
農林水産業費,農業費,農業施設管,役務費,手数料,,,,0,21,21,,新規,2618
農林水産業費,農業費,農業施設管,役務費,保険料,,,,0,23,23,,新規,2600
農林水産業費,農業費,農業施設管,,,農業施設管理費,農免富士川線落石防止柵設置事業費,法面保護工　　　　　　Ｌ＝19ｍ,0,,,,不明,
農林水産業費,農業費,農業施設管,,,農業施設管理費,農地浸水対策事業費,水路浚渫工,0,,,,不明,
農林水産業費,農業費,農業施設管,,,農業施設管理費,農地浸水対策事業費,道路嵩上工,0,,,,不明,
農林水産業費,農業費,農業施設管,,,農業施設管理費,前田送水管撤去事業費,,0,5000,5000,,新規,746
農林水産業費,農業費,農業施設管,,,農業施設管理費,前田送水管撤去事業費,送水管充填　　　　　　Ｌ＝71ｍ,0,,,,不明,
農林水産業費,農業費,農業施設管,,,農業施設管理費,前田送水管撤去事業費,左岸橋台撤去,0,,,,不明,
農林水産業費,林業費,林業振興費,工事請負費,,,,,0,1192,1192,,新規,1232
農林水産業費,林業費,林業振興費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
農林水産業費,林業費,林業振興費,,,林業振興費,森林被害木対策事業費,松くい虫被害木伐倒破砕　　　　 230㎥,0,,,,不明,
農林水産業費,林業費,林業振興費,,,林業振興費,森林被害木対策事業費,松くい被害木市民通報システム看板設置,0,,,,不明,
農林水産業費,林業費,林業振興費,,,林業振興費,造林育成事業費,森林保険料　　　　　　　　 　 7.43ha,0,,,,不明,
農林水産業費,林業費,林業振興費,,,林業振興費,林業振興事業費,造林事業補助金（間伐）　　　165.00ha,0,12375,12375,,新規,465
農林水産業費,林業費,林業振興費,,,林業振興費,林業振興事業費,造林事業補助金（下刈）　 　 　2.55ha,0,46,46,,新規,2428
農林水産業費,林業費,林業振興費,,,森林経営管理費,森林経営管理事業費,市制60周年記念,0,,,,不明,
農林水産業費,林業費,林業振興費,,,森林経営管理費,森林経営管理事業費,地域活性化起業人制度負担金,0,7000,7000,,新規,631
農林水産業費,林業費,林業施設整,使用料及び賃借料,,,,,0,72,72,,新規,2311
農林水産業費,林業費,林業施設整,備品購入費,,,,,0,100,100,,新規,2209
農林水産業費,林業費,林業施設整,,,県単林道整備費,愛鷹線舗装事業費,舗装　　　　　　Ｌ＝550ｍ　Ｗ＝5.0ｍ,0,,,,不明,
農林水産業費,林業費,林業施設整,,,県単林道整備費,間門線舗装事業費,舗装　　　　　　Ｌ＝350ｍ　Ｗ＝4.0ｍ,0,,,,不明,
農林水産業費,林業費,林業施設整,,,県営林道整備事業負担金,吉津金丸線改良事業費,県営事業負担金　Ｌ＝77ｍ　　1／3負担,0,16210,16210,,新規,417
農林水産業費,林業費,林業施設整,,,単独林道整備費,丸火公園線改良事業費,舗装　　　　　　Ｌ＝60ｍ　 Ｗ＝4.0ｍ,0,,,,不明,
商工費,商工費,産業政策総,,,給与費,一般職　４３人,,0,397569,397569,,新規,43
商工費,商工費,産業政策総,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
商工費,商工費,産業政策推,繰出金,,,,,0,470000,470000,,新規,34
商工費,商工費,産業政策推,,,産業政策推進費,企業立地推進事業費,ふじのくに交流会ＰＲブース出展,0,,,,不明,
商工費,商工費,産業政策推,,,工業団地整備費,,,0,470000,470000,,新規,35
商工費,商工費,産業政策推,,,工業団地整備費,富士山フロント工業団地第３期整備事業特別会計繰出金,,0,,,,不明,
商工費,商工費,産業支援費,工事請負費,,,,,0,1500,1500,,新規,1156
商工費,商工費,産業支援費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
商工費,商工費,産業支援費,,,産業支援推進費,地域産業支援センター事業費,事業承継アンケート調査,0,,,,不明,
商工費,商工費,産業支援費,,,産業支援推進費,ＤＸ・テレワーク推進事業費,魅力ある職場環境づくり支援補助金,0,8000,8000,,新規,598
商工費,商工費,産業支援費,,,産業支援推進費,スタートアップ支援事業費,アントレプレナーシップ育成,0,,,,不明,
商工費,商工費,産業支援費,,,産業支援推進費,スタートアップ支援事業費,地方創生起業支援補助金,0,8000,8000,,新規,599
商工費,商工費,工業振興費,,,工業振興費,地場産業振興事業費,ものづくり力交流フェア開催,0,,,,不明,
商工費,商工費,工業振興費,,,工業振興費,地場産業振興事業費,第三次工業振興ビジョン策定,0,,,,不明,
商工費,商工費,工業振興費,,,工業振興費,ＣＮＦ実用化推進事業費,ビジネスマッチング・国際展示会開催,0,,,,不明,
商工費,商工費,工業振興費,,,工業振興費,ＣＮＦ実用化推進事業費,新市場開拓勉強会開催,0,,,,不明,
商工費,商工費,商業振興費,工事請負費,,,,,0,126400,126400,,新規,135
商工費,商工費,商業振興費,,,商業振興費,中心市街地活性化支援事業費,（商店街周辺シールラリー）,0,,,,不明,
商工費,商工費,商業振興費,,,産業交流展示場費,産業交流展示場管理事業費,屋上防水改修,0,,,,不明,
商工費,商工費,商業振興費,,,市場費,市場事業費,管理棟施設改修,0,,,,不明,
商工費,商工費,交流観光費,工事請負費,,,,,0,1200,1200,,新規,1228
商工費,商工費,交流観光費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
商工費,商工費,交流観光費,,,給与費,パートタイム会計年度任用職員,（定数外）,0,,,,不明,
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,人流データ分析サービス運用,0,,,,不明,
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,地域周遊音声ガイドマップ更新,0,,,,不明,
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,観光基本計画拠点エリア調査,0,,,,不明,
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,超かぐや姫推進,0,,,,不明,
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,ＦＵＪＩ＆ＳＵＮ’26開催負担金,0,1600,1600,,新規,1129
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,地域活性化起業人制度負担金,0,9000,9000,,新規,549
商工費,商工費,交流観光費,,,交流観光振興費,交流観光振興事業費,市制60周年記念,0,2438,2438,,新規,985
商工費,商工費,交流観光費,,,観光推進費,歴史・自然活用事業費,富士川歴史街道活用事業,0,,,,不明,
商工費,商工費,交流観光費,,,富士山観光交流ビューロー費,富士山観光交流ビューロー助成費,富士山観光交流ビューロー事業,0,65573,65573,,新規,190
商工費,商工費,交流観光費,,,富士山観光交流ビューロー費,富士山観光交流ビューロー助成費,富士山観光ビューローウェブサイト,0,2304,2304,,新規,1001
商工費,商工費,交流観光費,,,国際友好交流費,海外都市交流事業費,市制60周年記念,0,,,,不明,
商工費,商工費,交流観光費,,,国際友好交流費,海外都市交流事業費,サウジアラビア選手団事前合宿受入れ,0,,,,不明,
商工費,商工費,交流観光費,,,スポーツ交流事業費,スポーツ交流関連事業費,パラアスリート小中学校訪問授業,0,,,,不明,
商工費,商工費,交流観光費,,,スポーツ交流事業費,富士山女子駅伝事業費,大会啓発,0,,,,不明,
商工費,商工費,交流観光費,,,スポーツ交流事業費,自転車関連事業費,第二次自転車活用推進計画策定,0,,,,不明,
商工費,商工費,計量費,委託料,,,,,0,1572,1572,,新規,1137
商工費,商工費,計量費,使用料及び賃借料,,,,,0,107,107,,新規,2179
商工費,商工費,富士川楽座,需用費,印刷製本費,,,,0,15,15,,新規,2686
商工費,商工費,富士川楽座,工事請負費,,,,,0,45000,45000,,新規,226
商工費,商工費,富士川楽座,,,富士川楽座施設管理費,富士川楽座施設管理事業費,体験館どんぶらリニューアル基本設計,0,,,,不明,
商工費,商工費,富士川楽座,,,富士川楽座施設管理費,富士川楽座施設管理事業費,"ふれあい広場舗装改修　 Ａ＝1,230㎡",0,,,,不明,
土木費,土木管理費,土木総務費,使用料及び賃借料,,,,,0,30,30,,新規,2544
土木費,土木管理費,土木総務費,備品購入費,,,,,0,198,198,,新規,1950
土木費,土木管理費,土木総務費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
土木費,土木管理費,土木総務費,,,総務管理費,建設政策管理費,新東名高速道路建設促進期成同盟会,0,21,21,,新規,2619
土木費,土木管理費,土木総務費,,,道路河川管理費,道路河川管理事業費,"道路河川占用許可　2,690件",0,,,,不明,
土木費,土木管理費,土木総務費,,,道路河川管理費,行政財産管理事業費,官民境界確定図等電子化業務,0,,,,不明,
土木費,土木管理費,土木総務費,,,道路河川管理費,行政財産管理事業費,国有普通財産払い下げ申請副申　 110件,0,,,,不明,
土木費,土木管理費,土木総務費,,,地籍調査事業費,地籍調査事業費,松岡３調査区　　　　 　0.08ｋ㎡,0,,,,不明,
土木費,土木管理費,土木総務費,,,地籍調査事業費,地籍調査事業費,松岡４調査区　　　　　 0.14ｋ㎡,0,,,,不明,
土木費,土木管理費,施設建築費,,,施設建築費,施設建築事業費,公共建築物工事等見積支援業務,0,,,,不明,
土木費,土木管理費,施設建築費,,,施設建築費,施設建築事業費,公共建築物照明設備ＬＥＤ化現況調査,0,,,,不明,
土木費,道路橋梁費,道路橋梁総,,,給与費,パートタイム会計年度任用職員　（道路維持）,（定数）,0,,,,不明,
土木費,道路橋梁費,道路維持費,備品購入費,,,,,0,3592,3592,,新規,844
土木費,道路橋梁費,道路維持費,負担金、補助及び交付金,,,,,0,31326,31326,,新規,279
土木費,道路橋梁費,道路維持費,負担金、補助及び交付金,負担金,,,,0,8,8,,新規,2814
土木費,道路橋梁費,道路維持費,負担金、補助及び交付金,補助金,,,,0,31318,31318,,新規,280
土木費,道路橋梁費,道路維持費,,,道路維持補修費,側溝等維持修繕事業費,伝法町地内道路側溝工事　　　　　　外7路線,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,道路維持補修費,路肩改良事業費,古谿塘内線擁壁補修工事　　　　　　外1路線,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,道路維持補修費,舗装補修事業費,臨港富士線舗装補修工事　　　　　 外14路線,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,道路維持補修費,安全施設維持修繕事業費,中丸家体4号線転落防止柵設置工事,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,歩道等維持修繕事業費,歩道橋定期点検　ほか,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,道路照明灯維持修繕事業費,道路照明灯ＥＳＣＯ事業,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,道路照明灯維持修繕事業費,電気料、道路照明灯修繕　ほか,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,道路照明灯維持修繕事業費,道路照明灯ＥＳＣＯ事業補助金,0,31318,31318,,新規,281
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,駐輪場維持管理事業費,吉原駅北自転車駐車場修繕工事,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,駐輪場維持管理事業費,自転車駐車場利用状況調査,0,,,,不明,
土木費,道路橋梁費,道路維持費,,,交通安全施設維持修繕費,駐輪場維持管理事業費,防火管理講習負担金,0,8,8,,新規,2815
土木費,道路橋梁費,幹線道路整,備品購入費,,,,,0,38,38,,新規,2480
土木費,道路橋梁費,幹線道路整,,,歩道整備費,柚木道下２号線歩道設置事業費,歩道設置工　　　Ｌ＝115ｍ,0,,,,不明,
土木費,道路橋梁費,幹線道路整,,,歩道整備費,柚木道下２号線歩道設置事業費,補償一式,0,,,,不明,
土木費,道路橋梁費,幹線道路整,,,自転車通行空間整備費,自転車通行空間整備事業費,基本設計（五味島岩本線、中島林町線）,0,,,,不明,
土木費,道路橋梁費,幹線道路整,,,電線共同溝整備費,,,0,5500,5500,,新規,709
土木費,道路橋梁費,幹線道路整,,,電線共同溝整備費,無電柱化推進事業費,,0,5500,5500,,新規,710
土木費,道路橋梁費,幹線道路整,,,電線共同溝整備費,無電柱化推進事業費,無電柱化事業実施検討,0,,,,不明,
土木費,道路橋梁費,生活道路整,負担金、補助及び交付金,,,,,0,1000,1000,,新規,1305
土木費,道路橋梁費,生活道路整,負担金、補助及び交付金,補助金,,,,0,1000,1000,,新規,1306
土木費,道路橋梁費,生活道路整,,,主要生活道路整備費,中里大棚滝線改良事業費,落石防護柵工　　Ｌ＝20ｍ,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,主要生活道路整備費,間門鵜無ケ淵線改良事業費,,0,10000,10000,,新規,520
土木費,道路橋梁費,生活道路整,,,主要生活道路整備費,間門鵜無ケ淵線改良事業費,道路工　　　　　Ｌ＝15ｍ,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,主要生活道路整備費,間門鵜無ケ淵線改良事業費,用地取得　　　　Ａ＝94㎡,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,生活道路整備費,比奈西鴻ノ巣１号線改良事業費,側溝工　　　　　Ｌ＝38ｍ,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,生活道路整備費,青葉台小学校南地区計画・地区施設整備事業費,道路工　　　　　Ｌ＝54ｍ,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,生活道路整備費,青葉台小学校南地区計画・地区施設整備事業費,用地取得　　　　Ａ＝36㎡,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,生活道路整備費,青葉台小学校南地区計画・地区施設整備事業費,道路拡幅整備助成金,0,1000,1000,,新規,1307
土木費,道路橋梁費,生活道路整,,,生活道路整備費,岩本山公園線改良事業費,歩道設置工　　　Ｌ＝47ｍ,0,,,,不明,
土木費,道路橋梁費,生活道路整,,,工業振興基盤整備費,五貫島上五貫島１号線改良事業費,道路工　　　　　Ｌ＝22ｍ,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,橋梁維持補修費,橋梁長寿命化修繕事業費,地蔵橋9007修繕工事　　　外1件,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,橋梁維持補修費,橋梁長寿命化修繕事業費,道路橋定期点検　　　　　Ｎ＝85橋,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,橋梁維持補修費,橋梁長寿命化修繕事業費,補償一式,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,橋梁維持補修費,橋梁長寿命化修繕事業費,石の宮橋修繕工事負担金,0,8000,8000,,新規,600
土木費,道路橋梁費,橋梁維持費,,,橋梁耐震補強費,橋梁耐震補強事業費,潤井川大橋耐震補強工事,0,,,,不明,
土木費,道路橋梁費,橋梁維持費,,,橋梁耐震補強費,橋梁耐震補強事業費,花守橋耐震補強予備設計,0,,,,不明,
土木費,河川費,河川総務費,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
土木費,河川費,河川総務費,,,一般管理費,一般管理費,用水委員　25人,0,,,,不明,
土木費,河川費,河川総務費,,,一般管理費,一般管理費,富士海岸保全施設,0,150,150,,新規,2074
土木費,河川費,河川総務費,,,河川愛護事業費,河川愛護推進事業費,河川愛護美化啓発イベント,0,,,,不明,
土木費,河川費,河川維持費,備品購入費,,,,,0,78,78,,新規,2286
土木費,河川費,河川維持費,,,河川工作物維持補修費,河川工作物保守管理事業費,水門管理人　66人,0,,,,不明,
土木費,河川費,河川改良費,公有財産購入費,,,,,0,9300,9300,,新規,541
土木費,河川費,河川改良費,,,河川改良費（国庫補助）,富士早川改修事業費,護岸工　　　　　　　　Ｌ＝40ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（国庫補助）,富士早川改修事業費,管理道築造　　　　　　Ｌ＝40ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（国庫補助）,富士早川改修事業費,橋梁予備設計　　　　　Ｎ＝1橋,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（国庫補助）,下堀（下流部）改修事業費,右岸取合道路築造　　　Ｌ＝86ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（国庫補助）,下堀（下流部）改修事業費,補償一式,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,新堀（上流部）改修事業費,護岸工　　　　　　　　Ｌ＝40ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,江尾江川流域治水対策事業費,水路工　　　　　　　　Ｌ＝60ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,江尾江川流域治水対策事業費,地区内浚渫,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,江尾江川流域治水対策事業費,"用地取得　　　　　　　Ａ＝6,160㎡",0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,総合治水計画推進事業費,千代田町浸水対策,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,雨水貯留池整備事業費,丘小学校校庭貯留築造,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,下堀（川成島地区）改修事業費,護岸工　　　　　　　　Ｌ＝80ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,松岡地区水路改修事業費,,0,42900,42900,,新規,232
土木費,河川費,河川改良費,,,河川改良費（単独）,松岡地区水路改修事業費,調整池施設計画検討,0,,,,不明,
土木費,河川費,河川改良費,,,河川改良費（単独）,松岡地区水路改修事業費,用地測量、鑑定評価,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,大野新田地区水路改修事業費,水路工　　　　　　　　Ｌ＝73ｍ,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,大野新田地区水路改修事業費,水路浚渫,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,大野新田地区水路改修事業費,水門設備改修　　　　　Ｎ＝1基,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,大野新田地区水路改修事業費,補償一式,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,沖田地区水路整備事業費,ポンプ場詳細設計,0,,,,不明,
土木費,河川費,河川改良費,,,工業振興基盤整備費,沖田地区水路整備事業費,北地区雨水管渠施設計画,0,,,,不明,
土木費,港湾費,港湾整備費,使用料及び賃借料,,,,,0,33,33,,新規,2513
土木費,港湾費,港湾整備費,工事請負費,,,,,0,35000,35000,,新規,259
土木費,港湾費,港湾整備費,,,港湾振興費,田子の浦港にぎわい推進事業費,市制60周年記念,0,,,,不明,
土木費,港湾費,港湾整備費,,,港湾振興費,田子の浦港にぎわい推進事業費,（仮称）富士のふもとの特撮博開催,0,,,,不明,
土木費,港湾費,港湾整備費,,,港湾振興費,田子の浦港にぎわい推進事業費,下水道受益者負担金,0,116,116,,新規,2152
土木費,港湾費,港湾整備費,,,港湾整備促進費,田子の浦港整備県事業負担金,港湾改修（統合補助）事業　　1／3負担,0,11282,11282,,新規,483
土木費,港湾費,港湾整備費,,,港湾整備促進費,田子の浦港整備県事業負担金,港湾メンテナンス（港湾施設）事業,0,27076,27076,,新規,311
土木費,都市計画費,都市計画総,,,給与費,パートタイム会計年度任用職員,（定数）,0,,,,不明,
土木費,都市計画費,まちづくり,工事請負費,,,,,0,98000,98000,,新規,158
土木費,都市計画費,まちづくり,,,まちづくり計画調査費,都市計画施設等整備促進調査事業費,本市場大渕線整備に伴う都市計画の変更,0,,,,不明,
土木費,都市計画費,まちづくり,,,まちづくり計画調査費,都市計画基本的諸調査事業費,岳南広域都市計画基礎調査,0,,,,不明,
土木費,都市計画費,まちづくり,,,都市交通推進費,公共交通振興事業費,地域公共交通計画改定,0,,,,不明,
土木費,都市計画費,まちづくり,,,都市交通推進費,公共交通振興事業費,市制60周年記念,0,,,,不明,
土木費,都市計画費,まちづくり,,,都市交通推進費,公共交通振興事業費,公共交通利用促進ワークショップ,0,,,,不明,
